"","price","date","sqm","postcode","property_type","new_build","estate_type","number","street","town","district","transaction_category","Adress","index","years","bedrooms","bathrooms","en_suite"
"135",125000,2013-12-20,49,"E6 2HJ","flat","No","leasehold","6 - 8","HIGH STREET NORTH","LONDON","NEWHAM","A","6 - 8 HIGH STREET NORTH EAST HAM","LONDON108",77,2,2,0
"136",300000,2009-01-27,75,"E6 2LB","terraced","No","freehold","88","KEMPTON ROAD","LONDON","NEWHAM","A","88 KEMPTON ROAD LONDON","LONDON109",22,2,3,1
"137",206000,2012-06-15,83,"E6 2RG","terraced","No","freehold","54","WELLINGTON ROAD","LONDON","NEWHAM","A","54 WELLINGTON ROAD EAST HAM","LONDON110",55,2,3,1
"138",150000,2009-01-30,8,"E6 3AJ","flat","No","leasehold","48","BARTLE AVENUE","LONDON","NEWHAM","A","48 BARTLE AVENUE LONDON","LONDON111",54,1,2,1
"139",235000,2007-09-21,70,"E6 3ET","terraced","No","freehold","29","WELBECK ROAD","LONDON","NEWHAM","A","29 WELBECK ROAD LONDON","LONDON112",50,2,3,1
"140",115000,2010-04-09,10,"E6 6BE","flat","No","leasehold","HERTFORD COURT, 2B","VICARAGE LANE","LONDON","NEWHAM","A","HERTFORD COURT, 2B VICARAGE LANE EAST HAM","LONDON113",80,1,1,0
"141",235000,2008-07-02,56,"E6 6FR","terraced","No","freehold","3","TRADER ROAD","LONDON","NEWHAM","A","3 TRADER ROAD LONDON","LONDON114",33,3,3,0
"142",208000,2009-01-28,43,"E7 8DW","terraced","No","freehold","92","SHERRARD ROAD","LONDON","NEWHAM","A","92 SHERRARD ROAD LONDON","LONDON115",73,2,2,1
"143",405000,2016-06-03,128,"E7 8HZ","terraced","No","freehold","5","GROSVENOR ROAD","LONDON","NEWHAM","A","5 GROSVENOR ROAD FOREST GATE","LONDON116",121,4,4,1
"144",249000,2014-08-22,28,"E7 8JA","terraced","No","freehold","126","GROSVENOR ROAD","LONDON","NEWHAM","A","126 GROSVENOR ROAD FOREST GATE","LONDON117",79,1,1,0
"145",320000,2016-02-29,71,"E7 8PQ","terraced","No","freehold","103","RUTLAND ROAD","LONDON","NEWHAM","B","103 RUTLAND ROAD FOREST GATE","LONDON118",103,2,3,1
"146",247000,2008-07-22,94,"E7 9DN","terraced","No","freehold","75","FIELD ROAD","LONDON","NEWHAM","A","75 FIELD ROAD LONDON","LONDON119",31,2,3,0
"147",245000,2015-08-28,6,"E7 9QU","flat","No","leasehold","43A","NEVILLE ROAD","LONDON","NEWHAM","A","43A NEVILLE ROAD ","LONDON120",118,1,1,0
"148",765000,2012-12-17,149,"E8 1BZ","terraced","No","freehold","34","GRAHAM ROAD","LONDON","HACKNEY","A","34 GRAHAM ROAD ","LONDON121",55,5,4,1
"149",188500,2012-05-04,53,"E8 1HY","flat","No","leasehold","331","MARE STREET","LONDON","HACKNEY","A","331 MARE STREET ","LONDON122",48,2,3,1
"150",430000,2012-08-23,103,"E8 1NL","flat","No","leasehold","HAVEN EAST, 146 - 148","DALSTON LANE","LONDON","HACKNEY","A","HAVEN EAST, 146 - 148 DALSTON LANE ","LONDON123",55,3,3,1
"151",247000,2010-10-25,29,"E8 2AW","flat","No","leasehold","153","AMHURST ROAD","LONDON","HACKNEY","A","153 AMHURST ROAD ","LONDON124",53,1,1,0
"152",259000,2013-01-25,7,"E8 2LH","flat","No","leasehold","44B","COLVESTONE CRESCENT","LONDON","HACKNEY","A","44B COLVESTONE CRESCENT ","LONDON125",24,1,2,1
"153",250000,2009-04-03,57,"E8 3HN","flat","No","leasehold","140B","RICHMOND ROAD","LONDON","HACKNEY","A","140B RICHMOND ROAD ","LONDON126",20,2,3,1
"154",427500,2012-10-26,113,"E8 3QW","flat","No","leasehold","256","RICHMOND ROAD","LONDON","HACKNEY","A","256 RICHMOND ROAD ","LONDON127",51,4,3,1
"155",322000,2009-03-31,113,"E8 3QW","flat","No","leasehold","256","RICHMOND ROAD","LONDON","HACKNEY","A","256 RICHMOND ROAD ","LONDON127",47,4,3,1
"156",295000,2009-03-02,69,"E8 4HA","flat","No","leasehold","64","CLARISSA STREET","LONDON","HACKNEY","A","64 CLARISSA STREET LONDON","LONDON128",82,2,3,1
"157",378000,2015-09-16,78,"E8 4NL","flat","No","leasehold","23C","SHRUBLAND ROAD","LONDON","HACKNEY","A","23C SHRUBLAND ROAD ","LONDON129",133,2,3,1
"158",249999,2010-06-25,103,"E9 6AD","flat","No","leasehold","7","PRINCIPAL SQUARE","LONDON","HACKNEY","A","7 PRINCIPAL SQUARE ","LONDON130",49,2,3,1
"159",200000,2009-02-06,46,"E9 7LG","flat","No","leasehold","1A","CONNOR STREET","LONDON","HACKNEY","A","1A CONNOR STREET LONDON","LONDON131",15,2,2,0
"160",757000,2012-12-05,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"161",490000,2012-12-07,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"162",499000,2012-12-13,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"163",777000,2012-12-13,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"164",500000,2012-12-07,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"165",804650,2012-12-05,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"166",493050,2012-12-14,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",37,4,4,1
"167",1637500,2013-05-17,123,"EC1A 9BW","flat","No","leasehold","37","COCK LANE","LONDON","CITY OF LONDON","A","37 COCK LANE ","LONDON132",38,4,4,1
"168",460000,2009-03-20,126,"EC1M 5UG","flat","No","leasehold","CITY PAVILION, 33","BRITTON STREET","LONDON","ISLINGTON","A","CITY PAVILION, 33 BRITTON STREET LONDON","LONDON133",47,4,3,1
"169",720000,2012-06-28,81,"EC1M 6EY","flat","No","leasehold","FLORIN COURT, 6 - 9","CHARTERHOUSE SQUARE","LONDON","ISLINGTON","A","FLORIN COURT, 6 - 9 CHARTERHOUSE SQUARE ","LONDON134",6,2,3,1
"170",1250000,2008-11-18,223,"EC1R 5ER","flat","No","leasehold","WARNER HOUSE, 43 - 49","WARNER STREET","LONDON","ISLINGTON","A","WARNER HOUSE, 43 - 49 WARNER STREET LONDON","LONDON135",102,6,5,0
"171",6825000,2013-09-27,224,"EC1V 3QR","other","No","freehold","70","IRONMONGER ROW","LONDON","ISLINGTON","B","70 IRONMONGER ROW ","LONDON136",77,8,5,1
"172",1850000,2013-09-05,224,"EC1V 3QR","flat","No","leasehold","70","IRONMONGER ROW","LONDON","ISLINGTON","A","70 IRONMONGER ROW ","LONDON136",77,8,5,1
"173",855000,2010-06-23,151,"EC2A 4LX","flat","No","leasehold","GALAXY HOUSE, 32","LEONARD STREET","LONDON","ISLINGTON","A","GALAXY HOUSE, 32 LEONARD STREET ","LONDON137",59,5,4,1
"174",600000,2009-12-16,151,"EC2A 4LX","flat","No","leasehold","GALAXY HOUSE, 32","LEONARD STREET","LONDON","ISLINGTON","A","GALAXY HOUSE, 32 LEONARD STREET ","LONDON137",58,5,4,1
"175",545000,2008-08-28,57,"EC2Y 8BD","flat","No","leasehold","GILBERT HOUSE","BARBICAN","LONDON","CITY OF LONDON","A","GILBERT HOUSE BARBICAN LONDON","LONDON138",48,2,2,1
"176",400000,2016-05-12,117,"EC4R 1BN","flat","No","leasehold","30","QUEEN STREET","LONDON","CITY OF LONDON","A","30 QUEEN STREET ","LONDON139",108,4,2,0
"177",330000,2008-04-26,42,"N1 0ER","terraced","No","freehold","174","BARNSBURY ROAD","LONDON","ISLINGTON","A","174 BARNSBURY ROAD LONDON","LONDON140",30,2,2,1
"178",319995,2007-11-12,108,"N1 0HD","flat","No","leasehold","18","BARNSBURY ROAD","LONDON","ISLINGTON","A","18 BARNSBURY ROAD LONDON","LONDON141",44,2,1,0
"179",840000,2012-08-17,155,"N1 1LR","flat","No","leasehold","159D","OFFORD ROAD","LONDON","ISLINGTON","A","159D OFFORD ROAD ","LONDON142",102,5,4,1
"180",160500,2009-03-04,32,"N1 2RX","flat","No","leasehold","VICTOR CAZALET HOUSE","GASKIN STREET","LONDON","ISLINGTON","A","VICTOR CAZALET HOUSE GASKIN STREET LONDON","LONDON143",44,1,2,1
"181",575000,2012-10-22,93,"N1 3HL","flat","No","leasehold","174A","DOWNHAM ROAD","LONDON","ISLINGTON","A","174A DOWNHAM ROAD ","LONDON144",14,2,2,1
"182",410000,2015-09-14,43,"N1 3JZ","flat","No","leasehold","133","SOUTHGATE ROAD","LONDON","ISLINGTON","A","133 SOUTHGATE ROAD ","LONDON145",32,2,2,1
"183",729999,2010-08-25,144,"N1 4DP","flat","No","leasehold","98 - 100","TOTTENHAM ROAD","LONDON","HACKNEY","A","98 - 100 TOTTENHAM ROAD ","LONDON146",43,5,2,0
"184",440000,2016-03-31,66,"N1 4PH","flat","No","leasehold","32","MILDMAY PARK","LONDON","ISLINGTON","A","32 MILDMAY PARK ","LONDON147",157,2,3,1
"185",470880,2013-09-06,74,"N1 5LH","flat","No","leasehold","188","HOXTON STREET","LONDON","HACKNEY","A","188 HOXTON STREET ","LONDON148",57,3,2,0
"186",475000,2009-02-20,105,"N1 7LB","flat","No","leasehold","18C","SHEPHERDESS WALK","LONDON","HACKNEY","A","18C SHEPHERDESS WALK LONDON","LONDON149",30,2,3,0
"187",790000,2012-09-28,141,"N1 8EZ","flat","No","leasehold","77","CITY GARDEN ROW","LONDON","ISLINGTON","A","77 CITY GARDEN ROW ","LONDON150",99,5,5,1
"188",530000,2015-11-20,68,"N1 8LH","flat","No","leasehold","ANGELIS APARTMENTS, 69","GRAHAM STREET","LONDON","ISLINGTON","A","ANGELIS APARTMENTS, 69 GRAHAM STREET ","LONDON151",84,2,2,0
"189",700000,2016-07-22,95,"N1 9EJ","flat","No","leasehold","THE IRONWORKS","ALBION WALK","LONDON","ISLINGTON","A","THE IRONWORKS ALBION WALK ","LONDON152",76,2,3,1
"190",500000,2010-11-26,95,"N1 9EJ","flat","No","leasehold","THE IRONWORKS","ALBION WALK","LONDON","ISLINGTON","A","THE IRONWORKS ALBION WALK ","LONDON152",70,2,3,1
"191",400000,2013-06-20,68,"N1 9HE","flat","No","leasehold","THE COPPERWORKS, 19","RAILWAY STREET","LONDON","ISLINGTON","A","THE COPPERWORKS, 19 RAILWAY STREET ","LONDON153",17,2,2,1
"192",335000,2012-06-13,69,"N1 9PS","flat","No","leasehold","10","PENTON STREET","LONDON","ISLINGTON","A","10 PENTON STREET ","LONDON154",14,2,2,1
"193",293000,2012-09-14,56,"N10 1NY","flat","No","leasehold","WHITEHALL LODGE","PAGES LANE","LONDON","HARINGEY","A","WHITEHALL LODGE PAGES LANE ","LONDON155",44,3,3,1
"194",485000,2013-08-16,104,"N10 2BN","flat","No","leasehold","58C","CONISTON ROAD","LONDON","HARINGEY","A","58C CONISTON ROAD MUSWELL HILL","LONDON156",31,4,3,1
"195",800000,2008-05-01,198,"N10 2DS","detached","No","freehold","6","GROSVENOR ROAD","LONDON","HARINGEY","A","6 GROSVENOR ROAD LONDON","LONDON157",31,6,5,1
"196",215000,2012-12-03,56,"N10 2EY","flat","No","leasehold","59","ALEXANDRA ROAD","LONDON","HARINGEY","A","59 ALEXANDRA ROAD MUSWELL HILL","LONDON158",53,2,3,1
"197",524950,2013-07-05,94,"N10 2QE","flat","No","leasehold","1","THE AVENUE","LONDON","HARINGEY","A","1 THE AVENUE MUSWELL HILL","LONDON159",58,3,3,1
"198",395000,2015-11-12,63,"N10 2RT","flat","No","leasehold","54","ALEXANDRA ROAD","LONDON","BARNET","A","54 ALEXANDRA ROAD ","LONDON160",46,3,2,1
"199",280000,2012-11-27,80,"N11 1ER","terraced","No","freehold","9","LINDEN ROAD","LONDON","BARNET","A","9 LINDEN ROAD ","LONDON161",51,2,3,0
"200",125000,2012-01-12,17,"N11 2LS","flat","No","leasehold","OPAL COURT","PARK ROAD","LONDON","HARINGEY","A","OPAL COURT PARK ROAD BOUNDS GREEN","LONDON162",56,1,2,1
"201",283000,2008-04-14,59,"N11 3ER","flat","No","leasehold","36","BELLEVUE ROAD","LONDON","BARNET","A","36 BELLEVUE ROAD LONDON","LONDON163",27,2,3,1
"202",158000,2013-12-20,64,"N11 3NX","flat","No","leasehold","152","POPLAR GROVE","LONDON","BARNET","A","152 POPLAR GROVE ","LONDON164",39,2,2,1
"203",153000,2009-12-17,64,"N11 3NX","flat","No","leasehold","152","POPLAR GROVE","LONDON","BARNET","A","152 POPLAR GROVE ","LONDON164",35,2,2,1
"204",186000,2013-05-24,50,"N12 0TA","flat","No","leasehold","LAVENDER COURT, 1","FALLOWFIELDS DRIVE","LONDON","BARNET","A","LAVENDER COURT, 1 FALLOWFIELDS DRIVE ","LONDON165",49,2,3,1
"205",330000,2007-10-09,95,"N12 8LR","flat","No","leasehold","CAVENDISH HOUSE","WOODSIDE GRANGE ROAD","LONDON","BARNET","A","CAVENDISH HOUSE WOODSIDE GRANGE ROAD LONDON","LONDON166",42,3,3,1
"206",284000,2008-06-06,59,"N12 9LN","flat","No","leasehold","126B","FRIERN PARK","LONDON","BARNET","A","126B FRIERN PARK LONDON","LONDON167",48,2,2,1
"207",245000,2009-02-09,33,"N13 4DJ","terraced","No","leasehold","53","STONARD ROAD","LONDON","ENFIELD","A","53 STONARD ROAD LONDON","LONDON168",45,1,2,1
"208",280000,2008-02-15,74,"N13 4NN","terraced","No","freehold","BROOMFIELD COTTAGES","BROOMFIELD ROAD","LONDON","ENFIELD","A","BROOMFIELD COTTAGES BROOMFIELD ROAD LONDON","LONDON169",60,3,4,1
"209",227000,2010-01-29,42,"N13 4QS","flat","No","leasehold","97A","DEVONSHIRE ROAD","LONDON","ENFIELD","A","97A DEVONSHIRE ROAD PALMERS GREEN","LONDON170",46,2,2,1
"210",155000,2012-02-09,6,"N15 4DR","flat","No","leasehold","BEAUFORT HOUSE","TALBOT ROAD","LONDON","HARINGEY","A","BEAUFORT HOUSE TALBOT ROAD SOUTH TOTTENHAM","LONDON171",47,1,1,1
"211",180000,2016-03-08,6,"N15 5JF","flat","No","leasehold","MIMOSA","AVENUE ROAD","LONDON","HARINGEY","B","MIMOSA AVENUE ROAD SOUTH TOTTENHAM","LONDON172",40,1,1,0
"212",160000,2011-12-05,43,"N15 5QP","flat","No","leasehold","74","NORTH GROVE","LONDON","HARINGEY","A","74 NORTH GROVE SOUTH TOTTENHAM","LONDON173",56,2,3,1
"213",532500,2015-09-18,99,"N15 6QB","terraced","No","freehold","40","RICHMOND ROAD","LONDON","HARINGEY","A","40 RICHMOND ROAD SOUTH TOTTENHAM","LONDON174",50,3,3,0
"214",528000,2008-02-15,125,"N16 0JJ","semi-detached","No","freehold","10","EDWARDS LANE","LONDON","HACKNEY","A","10 EDWARDS LANE LONDON","LONDON175",46,4,4,1
"215",560000,2007-12-07,144,"N16 0TD","terraced","No","freehold","110","HAWKSLEY ROAD","LONDON","HACKNEY","A","110 HAWKSLEY ROAD LONDON","LONDON176",44,8,7,1
"216",527000,2008-07-01,90,"N16 5SW","terraced","No","freehold","39","LISTRIA PARK","LONDON","HACKNEY","A","39 LISTRIA PARK LONDON","LONDON177",42,2,3,0
"217",300000,2012-11-16,42,"N16 6TJ","flat","No","leasehold","61","RAVENSDALE ROAD","LONDON","HACKNEY","A","61 RAVENSDALE ROAD ","LONDON178",62,2,3,1
"218",250000,2010-07-30,73,"N16 8TB","flat","No","leasehold","113","SHAKSPEARE WALK","LONDON","HACKNEY","A","113 SHAKSPEARE WALK ","LONDON179",41,2,3,1
"219",280500,2012-10-26,73,"N16 8TB","flat","No","leasehold","113","SHAKSPEARE WALK","LONDON","HACKNEY","A","113 SHAKSPEARE WALK ","LONDON179",43,2,3,1
"220",615000,2013-08-14,88,"N16 9AW","flat","No","leasehold","RED SQUARE, 3","PIANO LANE","LONDON","HACKNEY","A","RED SQUARE, 3 PIANO LANE ","LONDON180",52,2,3,1
"221",200000,2007-09-28,58,"N16 9LX","terraced","No","freehold","27","LIDFIELD ROAD","LONDON","HACKNEY","A","27 LIDFIELD ROAD LONDON","LONDON181",62,3,3,0
"222",116000,2009-12-22,6,"N17 0PB","flat","No","leasehold","155","WAVERLEY ROAD","LONDON","HARINGEY","A","155 WAVERLEY ROAD TOTTENHAM","LONDON182",54,1,2,1
"223",280000,2012-06-28,101,"N17 6DE","terraced","No","freehold","4","HANDSWORTH ROAD","LONDON","HARINGEY","A","4 HANDSWORTH ROAD ","LONDON183",26,2,3,1
"224",242000,2009-12-18,72,"N17 6JJ","semi-detached","No","freehold","177A","THE AVENUE","LONDON","HARINGEY","A","177A THE AVENUE TOTTENHAM","LONDON184",51,2,3,1
"225",238000,2009-01-06,49,"N17 6LE","terraced","No","freehold","6","LISMORE ROAD","LONDON","HARINGEY","A","6 LISMORE ROAD LONDON","LONDON185",36,2,2,0
"226",107500,2013-02-26,9,"N17 6QL","flat","No","leasehold","KINGS PARADE","HIGH ROAD","LONDON","HARINGEY","A","KINGS PARADE HIGH ROAD TOTTENHAM","LONDON186",41,1,2,1
"227",168000,2009-01-30,35,"N17 6TR","flat","No","leasehold","41","MOUNT PLEASANT ROAD","LONDON","HARINGEY","A","41 MOUNT PLEASANT ROAD LONDON","LONDON187",45,2,3,1
"228",165000,2009-02-05,9,"N17 6UN","terraced","No","leasehold","105B","WOODSIDE GARDENS","LONDON","HARINGEY","A","105B WOODSIDE GARDENS LONDON","LONDON188",32,1,1,0
"229",169000,2009-01-30,17,"N17 6UY","flat","No","leasehold","8","WOODSIDE GARDENS","LONDON","HARINGEY","A","8 WOODSIDE GARDENS LONDON","LONDON189",38,1,1,0
"230",190000,2013-01-04,56,"N17 8AP","terraced","No","freehold","1B","NURSERY STREET","LONDON","HARINGEY","A","1B NURSERY STREET TOTTENHAM","LONDON190",47,2,3,1
"231",330000,2015-09-29,102,"N18 2QS","terraced","No","freehold","57","KINGS ROAD","LONDON","ENFIELD","A","57 KINGS ROAD ","LONDON191",35,2,2,1
"232",685000,2015-11-11,132,"N19 3BH","flat","No","leasehold","6","ASHMOUNT ROAD","LONDON","ISLINGTON","A","6 ASHMOUNT ROAD ","LONDON192",26,4,4,0
"233",181000,2009-12-08,8,"N19 4NR","flat","No","leasehold","147","MARLBOROUGH ROAD","LONDON","ISLINGTON","A","147 MARLBOROUGH ROAD ","LONDON193",75,1,1,0
"234",462000,2010-06-18,59,"N19 4PR","flat","No","leasehold","90","MERCERS ROAD","LONDON","ISLINGTON","A","90 MERCERS ROAD ","LONDON194",33,2,2,1
"235",277500,2007-10-12,82,"N19 4QH","flat","No","leasehold","74C","BEVERSBROOK ROAD","LONDON","ISLINGTON","A","74C BEVERSBROOK ROAD LONDON","LONDON195",44,2,3,1
"236",142500,2009-03-06,30,"N19 5QD","flat","No","leasehold","PEARCE HOUSE","JUNCTION ROAD","LONDON","ISLINGTON","A","PEARCE HOUSE JUNCTION ROAD LONDON","LONDON196",52,1,2,1
"237",455000,2009-01-06,59,"N2 0HP","flat","No","leasehold","CORNWOOD HOUSE","CORNWOOD CLOSE","LONDON","BARNET","A","CORNWOOD HOUSE CORNWOOD CLOSE LONDON","LONDON197",61,2,2,1
"238",370000,2012-07-05,71,"N2 0SU","flat","No","leasehold","105A","EAST END ROAD","LONDON","BARNET","A","105A EAST END ROAD ","LONDON198",35,2,3,1
"239",235000,2010-06-14,81,"N2 0TA","flat","No","leasehold","SHERWOOD HALL","EAST END ROAD","LONDON","BARNET","A","SHERWOOD HALL EAST END ROAD ","LONDON199",43,2,3,1
"240",175000,2009-02-25,5,"N2 8BA","flat","No","leasehold","VICEROY CLOSE","EAST END ROAD","LONDON","BARNET","A","VICEROY CLOSE EAST END ROAD LONDON","LONDON200",27,1,2,1
"241",153000,2009-02-06,24,"N20 0EE","flat","No","leasehold","HEATON COURT, 14","DENHAM ROAD","LONDON","BARNET","A","HEATON COURT, 14 DENHAM ROAD LONDON","LONDON201",60,1,2,1
"242",200000,2012-09-10,53,"N20 0NJ","flat","No","leasehold","FRIERN COURT","FRIERN BARNET LANE","LONDON","BARNET","A","FRIERN COURT FRIERN BARNET LANE ","LONDON202",10,3,3,1
"243",1100000,2009-01-08,262,"N20 0NL","detached","No","freehold","152A","FRIERN BARNET LANE","LONDON","BARNET","A","152A FRIERN BARNET LANE ","LONDON203",58,6,4,0
"244",620000,2009-01-08,172,"N20 0XE","semi-detached","No","freehold","27","FRIARS AVENUE","LONDON","BARNET","A","27 FRIARS AVENUE LONDON","LONDON204",91,6,5,1
"245",399995,2007-11-16,168,"N21 2QN","terraced","No","freehold","19","VICARS MOOR LANE","LONDON","ENFIELD","A","19 VICARS MOOR LANE LONDON","LONDON205",120,5,4,1
"246",285000,2013-09-30,37,"N21 3DN","flat","No","leasehold","46A","FORDS GROVE","LONDON","ENFIELD","A","46A FORDS GROVE ","LONDON206",20,2,3,1
"247",185000,2010-07-09,19,"N22 5LS","flat","No","leasehold","159","GRANVILLE ROAD","LONDON","HARINGEY","A","159 GRANVILLE ROAD WOOD GREEN","LONDON207",49,1,0,0
"248",270000,2008-01-25,70,"N22 6QG","terraced","No","freehold","172","HEWITT AVENUE","LONDON","HARINGEY","A","172 HEWITT AVENUE LONDON","LONDON208",63,2,3,1
"249",320000,2008-07-04,50,"N22 7BL","flat","No","leasehold","102","PALACE GATES ROAD","LONDON","HARINGEY","A","102 PALACE GATES ROAD LONDON","LONDON209",46,2,2,1
"250",307500,2010-06-14,30,"N22 7RT","terraced","No","leasehold","61","DAGMAR ROAD","LONDON","HARINGEY","A","61 DAGMAR ROAD WOOD GREEN","LONDON210",31,1,1,0
"251",322000,2010-10-08,89,"N22 7RU","flat","No","leasehold","45","CRESCENT ROAD","LONDON","HARINGEY","A","45 CRESCENT ROAD WOOD GREEN","LONDON211",51,3,3,1
"252",166500,2013-01-28,42,"N22 7RX","flat","No","leasehold","WOODRIDINGS COURT","CRESCENT ROAD","LONDON","HARINGEY","A","WOODRIDINGS COURT CRESCENT ROAD WOOD GREEN","LONDON212",12,2,2,0
"253",155000,2012-11-19,42,"N22 7RX","flat","No","leasehold","WOODRIDINGS COURT","CRESCENT ROAD","LONDON","HARINGEY","A","WOODRIDINGS COURT CRESCENT ROAD WOOD GREEN","LONDON212",12,2,2,0
"254",720000,2013-01-08,137,"N22 7XH","terraced","No","freehold","261","VICTORIA ROAD","LONDON","HARINGEY","A","261 VICTORIA ROAD WOOD GREEN","LONDON213",62,4,2,0
"255",540000,2013-01-11,91,"N22 8PG","semi-detached","No","freehold","85","CLARENCE ROAD","LONDON","HARINGEY","A","85 CLARENCE ROAD WOOD GREEN","LONDON214",40,2,4,1
"256",550000,2007-11-29,136,"N3 3ES","semi-detached","No","freehold","45","BROUGHTON AVENUE","LONDON","BARNET","A","45 BROUGHTON AVENUE LONDON","LONDON215",42,4,4,1
"257",400000,2013-06-17,52,"N4 1DH","detached","No","freehold","2A","EADE ROAD","LONDON","HARINGEY","A","2A EADE ROAD ","LONDON216",49,2,2,1
"258",220000,2009-02-16,18,"N4 1EQ","flat","No","leasehold","45","ENDYMION ROAD","LONDON","HARINGEY","A","45 ENDYMION ROAD LONDON","LONDON217",59,1,1,1
"259",260000,2016-02-12,95,"N4 4ED","terraced","No","freehold","10A","FERME PARK ROAD","LONDON","HARINGEY","B","10A FERME PARK ROAD ","LONDON218",123,2,3,1
"260",1040000,2008-01-28,230,"N4 4QX","terraced","No","freehold","26","QUERNMORE ROAD","LONDON","HARINGEY","A","26 QUERNMORE ROAD LONDON","LONDON219",34,6,5,1
"261",295000,2010-05-21,105,"N5 1ND","flat","No","leasehold","72","DRAYTON PARK","LONDON","ISLINGTON","A","72 DRAYTON PARK ","LONDON220",7,2,3,1
"262",295000,2008-08-28,53,"N6 4HH","flat","No","leasehold","WAVELL HOUSE","HILLCREST","LONDON","HARINGEY","A","WAVELL HOUSE HILLCREST LONDON","LONDON221",76,3,3,0
"263",370000,2008-09-26,62,"N6 4QA","flat","No","leasehold","12","NORTH HILL","LONDON","HARINGEY","A","12 NORTH HILL LONDON","LONDON222",41,2,3,1
"264",1775000,2009-12-09,217,"N6 4QS","terraced","No","freehold","21","TALBOT ROAD","LONDON","HARINGEY","A","21 TALBOT ROAD HIGHGATE","LONDON223",118,6,6,1
"265",625000,2009-12-10,133,"N6 4QX","flat","No","leasehold","55B","TALBOT ROAD","LONDON","HARINGEY","A","55B TALBOT ROAD HIGHGATE","LONDON224",33,5,4,1
"266",2225000,2016-04-22,216,"N6 4RA","semi-detached","No","freehold","74","TALBOT ROAD","LONDON","HARINGEY","A","74 TALBOT ROAD HIGHGATE","LONDON225",101,7,3,0
"267",520000,2009-08-11,136,"N6 5DR","flat","No","leasehold","44","AVENUE ROAD","LONDON","HARINGEY","A","44 AVENUE ROAD HIGHGATE","LONDON226",65,6,5,1
"268",387500,2012-12-03,80,"N6 5NY","flat","No","leasehold","31A","HORNSEY LANE GARDENS","LONDON","HARINGEY","A","31A HORNSEY LANE GARDENS ","LONDON227",47,2,3,1
"269",302000,2012-06-11,20,"N7 0JA","flat","No","leasehold","HAYWOOD LODGE","HILLDROP CRESCENT","LONDON","ISLINGTON","A","HAYWOOD LODGE HILLDROP CRESCENT ","LONDON228",100,1,2,1
"270",465000,2012-11-02,83,"N7 7PA","flat","No","leasehold","14","THANE VILLAS","LONDON","ISLINGTON","A","14 THANE VILLAS ","LONDON229",36,2,3,0
"271",174950,2013-07-03,31,"N8 0HS","flat","No","leasehold","108C","HAMPDEN ROAD","LONDON","HARINGEY","A","108C HAMPDEN ROAD HORNSEY","LONDON230",34,1,1,0
"272",325000,2009-12-10,104,"N8 0HS","flat","No","leasehold","88","HAMPDEN ROAD","LONDON","HARINGEY","A","88 HAMPDEN ROAD HORNSEY","LONDON231",14,3,4,1
"273",282000,2012-03-30,57,"N8 7BT","flat","No","leasehold","45","CHURCH LANE","LONDON","HARINGEY","A","45 CHURCH LANE HORNSEY","LONDON232",45,2,3,1
"274",580000,2014-02-14,86,"N8 8AX","flat","No","leasehold","22","CRESCENT ROAD","LONDON","HARINGEY","A","22 CRESCENT ROAD HORNSEY","LONDON233",65,2,3,1
"275",325000,2011-07-22,86,"N8 8AX","flat","No","leasehold","22","CRESCENT ROAD","LONDON","HARINGEY","A","22 CRESCENT ROAD HORNSEY","LONDON233",62,2,3,1
"276",500000,2009-10-15,123,"N8 8HJ","flat","No","leasehold","34","CROUCH HALL ROAD","LONDON","HARINGEY","A","34 CROUCH HALL ROAD ","LONDON234",40,4,4,1
